region_name_ukr,location_name_ukr,lon,lat,region_name_ru,location_name_ru
Краснодарський край,Калинове Озеро (адмін. територія м. Сочі),39.883,43.616,Краснодарский край,Калиновое Озеро (админ. территория г. Сочи)
Краснодарський край,Капустин,37.316,45.330,Краснодарский край,Капустин
Краснодарський край,Коваленко,37.600,45.330,Краснодарский край,Коваленко
Краснодарський край,Червона Гірка,37.450,45.133,Краснодарский край,Красная Горка
Краснодарський край,Червона Скеля,37.383,45.330,Краснодарский край,Красная Скала
Краснодарський край,Червоний Курган,37.350,45.160,Краснодарский край,Красный Курган
Краснодарський край,Куматир,37.433,44.933,Краснодарский край,Куматырь
Краснодарський край,Куток,37.466,44.966,Краснодарский край,Куток
Краснодарський край,Нижня Гостагайка,37.350,45.330,Краснодарский край,Нижняя Гостагайка
Краснодарський край,Піщаний,37.300,45.160,Краснодарский край,Песчаный
Краснодарський край,Просторий,37.383,44.933,Краснодарский край,Просторный
Краснодарський край,П'ятихатки,37.316,44.983,Краснодарский край,Пятихатки
Краснодарський край,Світанок,37.466,44.900,Краснодарский край,Рассвет
Краснодарський край,Рози Люксембург,37.400,45.830,Краснодарский край,Розы Люксембург
Краснодарський край,Суворов-Черкеський,37.283,45.660,Краснодарский край,Суворов-Черкесский
Краснодарський край,Сукко,37.433,44.800,Краснодарский край,Сукко
Краснодарський край,Супсех,37.366,44.866,Краснодарский край,Супсех
Краснодарський край,Тарусин,37.450,44.900,Краснодарский край,Тарусин
Краснодарський край,Усатова Балка,37.433,44.900,Краснодарский край,Усатова Балка
Краснодарський край,Уташ,37.316,45.100,Краснодарский край,Уташ
Краснодарський край,Фрунзе,37.283,45.116,Краснодарский край,Фрунзе
Краснодарський край,Цибанобалка,37.350,44.983,Краснодарский край,Цибанобалка
Краснодарський край,Чекон,37.516,45.116,Краснодарский край,Чекон
Краснодарський край,Чембурка,37.350,44.933,Краснодарский край,Чембурка
Краснодарський край,Чорний,37.383,45.830,Краснодарский край,Черный
Краснодарський край,Юрівка,37.416,45.116,Краснодарский край,Юровка
Краснодарський край,Акредасів,39.500,44.633,Краснодарский край,Акредасов
Краснодарський край,Апшеронськ,39.733,44.466,Краснодарский край,Апшеронск
Краснодарський край,Вірменський,39.816,44.250,Краснодарский край,Армянский
Краснодарський край,Асфальтова Гора,39.450,44.466,Краснодарский край,Асфальтовая Гора
Краснодарський край,Верхні Туби,39.700,44.100,Краснодарский край,Верхние Тубы
Краснодарський край,Вперед,39.700,44.550,Краснодарский край,Вперед
Краснодарський край,Гірський Луч,39.800,44.333,Краснодарский край,Горный Луч
Краснодарський край,Городок,39.383,44.416,Краснодарский край,Городок
Краснодарський край,Гуамка,39.900,44.233,Краснодарский край,Гуамка
Краснодарський край,Єлинський,39.566,44.550,Краснодарский край,Елинский
Краснодарський край,Єрик,39.700,44.583,Краснодарский край,Ерик
Краснодарський край,Зазулин,39.833,44.433,Краснодарский край,Зазулин
Краснодарський край,Зарічний,39.733,44.600,Краснодарский край,Заречный
Краснодарський край,Захаров,39.533,44.566,Краснодарский край,Захаров
Краснодарський край,Кабардинська,39.483,44.500,Краснодарский край,Кабардинская
Краснодарський край,Калініна,39.716,44.500,Краснодарский край,Калинина
Краснодарський край,Червона Гірка,39.633,44.433,Краснодарский край,Красная Горка
Краснодарський край,Червоний Аул,39.316,44.433,Краснодарский край,Красный Аул
Краснодарський край,Червоний Дагестан,39.950,44.350,Краснодарский край,Красный Дагестан
Краснодарський край,Кубанська,39.716,44.600,Краснодарский край,Кубанская
Краснодарський край,Куринська,39.416,44.416,Краснодарский край,Куринская
Краснодарський край,Кушинка,39.650,44.216,Краснодарский край,Кушинка
Краснодарський край,Лісогірська,39.533,44.550,Краснодарский край,Лесогорская
Краснодарський край,Лінійна,39.483,44.600,Краснодарский край,Линейная
Краснодарський край,Малько,39.683,44.466,Краснодарский край,Малько
Краснодарський край,Мезмай,39.916,44.200,Краснодарский край,Мезмай
Краснодарський край,Нефтегорськ,39.700,44.366,Краснодарский край,Нефтегорск
Краснодарський край,Нафтова,39.650,44.383,Краснодарский край,Нефтяная
Краснодарський край,Нижегородська,39.916,44.283,Краснодарский край,Нижегородская
Краснодарський край,Ніколаєнко,39.683,44.400,Краснодарский край,Николаенко
Краснодарський край,Нові Плани,39.683,44.183,Краснодарский край,Новые Планы
Краснодарський край,Нові Поляни,39.833,44.300,Краснодарский край,Новые Поляны
Краснодарський край,Новий Ріжет,39.666,44.183,Краснодарский край,Новый Режет
Краснодарський край,Осинівське,39.516,44.550,Краснодарский край,Осиновское
Краснодарський край,Віддалений,39.700,44.660,Краснодарский край,Отдаленный
Краснодарський край,Папоротний,39.483,44.400,Краснодарский край,Папоротный
Краснодарський край,Пригірне,39.750,44.233,Краснодарский край,Пригорное
Краснодарський край,Ріжет,39.683,44.183,Краснодарский край,Режет
Краснодарський край,Самурська,39.833,44.283,Краснодарский край,Самурская
Краснодарський край,Сергій-Поле (адмін. територія м. Сочі),39.700,43.683,Краснодарский край,Сергей-Поле (админ. территория г. Сочи)
Краснодарський край,Срібний Ключ,40.830,44.200,Краснодарский край,Серебряный Ключ
Краснодарський край,Сонячне,39.850,44.466,Краснодарский край,Солнечный
Краснодарський край,Спасів,39.666,44.433,Краснодарский край,Спасов
Краснодарський край,Станційний,39.483,44.433,Краснодарский край,Станционный
Краснодарський край,Старий Куринський,39.416,44.383,Краснодарский край,Старый Куринский
Краснодарський край,Тверська,39.616,44.600,Краснодарский край,Тверская
Краснодарський край,Темноліська,40.160,44.216,Краснодарский край,Темнолесская
Краснодарський край,Травалєв,39.533,44.366,Краснодарский край,Травалев
Краснодарський край,Туби,39.683,44.116,Краснодарский край,Тубы
Краснодарський край,Цуревський,39.783,44.416,Краснодарский край,Цуревский
Краснодарський край,Черв'яків,39.716,44.316,Краснодарский край,Червяков
Краснодарський край,Чернігівське,39.766,44.250,Краснодарский край,Черниговское
Краснодарський край,Ширванська,39.816,44.366,Краснодарский край,Ширванская
Краснодарський край,Ширванська Водокачка,39.800,44.366,Краснодарский край,Ширванская Водокачка
Краснодарський край,Хадиженськ,39.566,44.433,Краснодарский край,Хадыженск
Краснодарський край,Біла Глина,40.850,46.830,Краснодарский край,Белая Глина
Краснодарський край,Біла Глина,40.883,46.830,Краснодарский край,Белая Глина
Краснодарський край,Богомолів,41.000,45.900,Краснодарский край,Богомолов
Краснодарський край,Східний,40.950,46.200,Краснодарский край,Восточный
Краснодарський край,Кулішівка,41.100,45.966,Краснодарский край,Кулешовка
Краснодарський край,Магістральний,40.966,46.266,Краснодарский край,Магистральный
Краснодарський край,Меклета,40.983,45.883,Краснодарский край,Меклета
Краснодарський край,Новолокинська,41.216,45.800,Краснодарский край,Новолокинская
Краснодарський край,Новопавлівка,40.966,45.983,Краснодарский край,Новопавловка
Краснодарський край,Селекційний,40.700,46.183,Краснодарский край,Селекционный
Краснодарський край,Семеноводчий,40.700,46.233,Краснодарский край,Семеноводческий
Краснодарський край,Солдатський,40.966,46.183,Краснодарский край,Солдатский
Краснодарський край,Туркінський,40.950,45.733,Краснодарский край,Туркинский
Краснодарський край,Успенська,41.660,45.766,Краснодарский край,Успенская
Краснодарський край,Центральний,40.850,46.200,Краснодарский край,Центральный
Краснодарський край,Авіація,39.550,45.330,Краснодарский край,Авиация
Краснодарський край,Амосов,39.866,45.000,Краснодарский край,Амосов
Краснодарський край,Архипівське,39.850,45.000,Краснодарский край,Архиповское
Краснодарський край,Білоріченськ,39.900,44.750,Краснодарский край,Белореченск
Краснодарський край,Біляївський,39.483,45.160,Краснодарский край,Беляевский
Краснодарський край,Бережний,39.916,44.933,Краснодарский край,Бережной
Краснодарський край,Бжедухівська,39.683,44.833,Краснодарский край,Бжедуховская
Краснодарський край,Великий Бродовий,39.866,44.966,Краснодарский край,Большой Бродовой
Краснодарський край,Великовечне,39.750,44.933,Краснодарский край,Великовечное
Краснодарський край,Вербин,39.866,45.160,Краснодарский край,Вербин
Краснодарський край,Східний,39.966,44.733,Краснодарский край,Восточный
Краснодарський край,Висотний,39.683,44.950,Краснодарский край,Высотный
Краснодарський край,Ганжинський,39.683,44.900,Краснодарский край,Ганжинский
Краснодарський край,Глівенко,39.633,44.900,Краснодарский край,Гливенко
Краснодарський край,Головків,39.583,45.160,Краснодарский край,Головков
Краснодарський край,Грушевий,39.983,44.766,Краснодарский край,Грушевый
Краснодарський край,Долгогусівський,39.783,44.816,Краснодарский край,Долгогусевский
Краснодарський край,Будиночки (адмін. територія Гарячий Ключ),39.383,44.483,Краснодарский край,Домики (админ. территория Горячий Ключ)
Краснодарський край,Дружний,39.766,44.733,Краснодарский край,Дружный
Краснодарський край,Дунайський,39.816,44.566,Краснодарский край,Дунайский
Краснодарський край,Зарічний,39.833,44.750,Краснодарский край,Заречный
Краснодарський край,Каневецький,39.666,44.800,Краснодарский край,Каневецкий
Краснодарський край,Капустин,39.933,44.900,Краснодарский край,Капустин
Краснодарський край,Комсомольське,39.700,44.933,Краснодарский край,Комсомольский
Краснодарський край,Корінна Балка,39.816,44.583,Краснодарский край,Коренная Балка
Краснодарський край,Кубанський,39.783,44.616,Краснодарский край,Кубанский
Краснодарський край,Лантратів,39.933,44.916,Краснодарский край,Лантратов
Краснодарський край,Леонтіївське,39.783,44.900,Краснодарский край,Леонтьевское
Краснодарський край,Лукашів,39.783,44.800,Краснодарский край,Лукашев
Краснодарський край,Малий Бродовий,39.866,44.983,Краснодарский край,Малый Бродовой
Краснодарський край,Малий Дукмасов,39.883,44.950,Краснодарский край,Малый Дукмасов
Краснодарський край,Нижньовіденеївський,39.650,44.883,Краснодарский край,Нижневеденеевский
Краснодарський край,Новоолексіївське,39.866,44.950,Краснодарский край,Новоалексеевское
Краснодарський край,Новогурійський,39.650,44.783,Краснодарский край,Новогурийский
Краснодарський край,Новоселівський,39.816,44.866,Краснодарский край,Новоселовский
Краснодарський край,Новий,39.833,44.716,Краснодарский край,Новый
Краснодарський край,Жовтневе,39.616,44.850,Краснодарский край,Октябрьская
Краснодарський край,Первомайський,39.750,44.900,Краснодарский край,Первомайский
Краснодарський край,Підгірний,39.966,44.783,Краснодарский край,Подгорный
Краснодарський край,Привольний,39.800,44.883,Краснодарский край,Привольный
Краснодарський край,Прирічний,39.900,44.716,Краснодарский край,Приречный
Краснодарський край,Проточний,39.766,44.866,Краснодарский край,Проточный
Краснодарський край,Пшехська,39.800,44.700,Краснодарский край,Пшехская
Краснодарський край,Рязанська,39.583,44.966,Краснодарский край,Рязанская
Краснодарський край,Садовий,39.816,44.783,Краснодарский край,Садовый
Краснодарський край,Північний,39.600,45.330,Краснодарский край,Северный
Краснодарський край,Середній Дукмасов,39.883,44.966,Краснодарский край,Средний Дукмасов
Краснодарський край,Степовий,39.933,44.850,Краснодарский край,Степной
Краснодарський край,Терновий,39.850,44.616,Краснодарский край,Терновый
Краснодарський край,Три Дуба (адмін. територія м. Сочі),39.716,43.816,Краснодарский край,Три Дуба (админ. территория г. Сочи)
Краснодарський край,Фадіївський,39.866,44.650,Краснодарский край,Фадеевский
Краснодарський край,Фокін,39.516,45.160,Краснодарский край,Фокин
Краснодарський край,Чернігівська,39.666,44.683,Краснодарский край,Черниговская
Краснодарський край,Чернігівський,39.900,44.933,Краснодарский край,Черниговский
Краснодарський край,Шкільне,39.850,44.900,Краснодарский край,Школьное
Краснодарський край,Батуринська,39.366,45.783,Краснодарский край,Батуринская
Краснодарський край,Бейсузьке,38.700,45.883,Краснодарский край,Бейсугское
Краснодарський край,Великий Бейсуг,39.216,45.783,Краснодарский край,Большой Бейсуг
Краснодарський край,Брюховецька,39.000,45.800,Краснодарский край,Брюховецкая
Краснодарський край,Зустрічний,38.966,45.916,Краснодарский край,Встречный
Краснодарський край,Гарбузова Балка,38.816,45.850,Краснодарский край,Гарбузовая Балка
Краснодарський край,ім. Чкалова. Чкалова,39.160,45.766,Краснодарский край,им. Чкалова
Краснодарський край,Імерніцин,39.116,45.766,Краснодарский край,Имерницин
Краснодарський край,Кавказький,39.330,45.716,Краснодарский край,Кавказский
Краснодарський край,Киновія,38.933,45.916,Краснодарский край,Киновия
Краснодарський край,Комсомольське,38.716,45.900,Краснодарский край,Комсомольское
Краснодарський край,Червона Зірка,38.866,45.866,Краснодарский край,Красная Звезда
Краснодарський край,Червона Нива,39.160,45.750,Краснодарский край,Красная Нива
Краснодарський край,Червона Поляна,39.330,45.766,Краснодарский край,Красная Поляна
Краснодарський край,Кубань,39.100,45.800,Краснодарский край,Кубань
Краснодарський край,Лебединий Острів,38.916,45.883,Краснодарский край,Лебяжий Остров
Краснодарський край,Лиманський,38.933,45.866,Краснодарский край,Лиманский
Краснодарський край,Новоджереліївська,38.683,45.766,Краснодарский край,Новоджерелиевская
Краснодарський край,Нове Село,39.466,45.883,Краснодарский край,Новое Село
Краснодарський край,Переясловська,39.330,45.850,Краснодарский край,Переясловская
Краснодарський край,Перемога,39.330,45.733,Краснодарский край,Победа
Краснодарський край,Поди,38.800,45.800,Краснодарский край,Поды
Краснодарський край,Привольний,39.166,45.800,Краснодарский край,Привольный
Краснодарський край,Прирічне,39.300,45.800,Краснодарский край,Приречное
Краснодарський край,Роздольний,38.900,45.900,Краснодарский край,Раздольный
Краснодарський край,Рогачі,38.783,45.866,Краснодарский край,Рогачи
Краснодарський край,Вільне,39.216,45.883,Краснодарский край,Свободное
Краснодарський край,Сопова Балка,38.950,45.950,Краснодарский край,Сопова Балка
Краснодарський край,Харково-Полтавське,39.133,45.783,Краснодарский край,Харьково-Полтавское
Краснодарський край,Челюскінець,38.633,45.850,Краснодарский край,Челюскинец
Краснодарський край,Чепигінська,38.883,45.933,Краснодарский край,Чепигинская
Краснодарський край,Олександронівська,39.883,45.700,Краснодарский край,Александроневская
Краснодарський край,Балківська,39.733,45.800,Краснодарский край,Балковская
Краснодарський край,Бейсуг,39.850,45.700,Краснодарский край,Бейсуг
Краснодарський край,Бейсужек,39.533,45.900,Краснодарский край,Бейсужек
Краснодарський край,Березанська,39.566,45.716,Краснодарский край,Березанская
Краснодарський край,Бузинівська,39.783,45.616,Краснодарский край,Бузиновская
Краснодарський край,Висілки,39.633,45.583,Краснодарский край,Выселки
Краснодарський край,Газир,39.933,45.750,Краснодарский край,Газырь
Краснодарський край,Цивільний,39.866,45.783,Краснодарский край,Гражданский
Краснодарський край,Зарічний,39.633,45.733,Краснодарский край,Заречный
Краснодарський край,Іногороднє-Малеванний,39.633,45.550,Краснодарский край,Иногородне-Малеванный
Краснодарський край,Іркліївська,39.650,45.850,Краснодарский край,Ирклиевская
Краснодарський край,Червоний,39.783,45.850,Краснодарский край,Красный
Краснодарський край,Крупська,39.966,45.700,Краснодарский край,Крупская
Краснодарський край,Новобейсугська,39.883,45.466,Краснодарский край,Новобейсугская
Краснодарський край,Новодонецька,39.800,45.700,Краснодарский край,Новодонецкая
Краснодарський край,Новомалоросійська,39.883,45.633,Краснодарский край,Новомалороссийская
Краснодарський край,Жовтневий,40.000,45.800,Краснодарский край,Октябрьский
Краснодарський край,Відважний,39.800,45.800,Краснодарский край,Отважный
Краснодарський край,Пам'ять Леніна,39.533,45.883,Краснодарский край,Память Ленина
Краснодарський край,Олексіївський,40.616,45.233,Краснодарский край,Алексеевский
Краснодарський край,Борисів,40.450,45.200,Краснодарский край,Борисов
Краснодарський край,Ботаніка,40.800,45.216,Краснодарский край,Ботаника
Краснодарський край,Братський,40.783,45.150,Краснодарский край,Братский
Краснодарський край,Вінці,40.833,45.383,Краснодарский край,Венцы
Краснодарський край,Вербовий,40.500,45.233,Краснодарский край,Вербовый
Краснодарський край,Вишневський,40.583,45.383,Краснодарский край,Вишневский
Краснодарський край,Воздвиженський,40.800,45.166,Краснодарский край,Воздвиженский
Краснодарський край,Гулькевичі,40.700,45.350,Краснодарский край,Гулькевичи
Краснодарський край,Дальнє,40.516,45.300,Краснодарский край,Дальний
Краснодарський край,Духівський,40.916,45.416,Краснодарский край,Духовский
Краснодарський край,Журавлів,40.416,45.250,Краснодарский край,Журавлев
Краснодарський край,Зарьков,40.733,45.116,Краснодарский край,Зарьков
Краснодарський край,Зеленчук,40.700,45.116,Краснодарский край,Зеленчук
Краснодарський край,Івлєв,40.533,45.183,Краснодарский край,Ивлев
Краснодарський край,Київка,41.160,45.266,Краснодарский край,Киевка
Краснодарський край,Комсомольське,40.683,45.300,Краснодарский край,Комсомольский
Краснодарський край,Кравченко,40.933,45.416,Краснодарский край,Кравченко
Краснодарський край,Червона Поляна,40.866,45.366,Краснодарский край,Красная Поляна
Краснодарський край,Красносільський,40.600,45.383,Краснодарский край,Красносельский
Краснодарський край,Крупський,40.766,45.350,Краснодарский край,Крупский
Краснодарський край,Кубань,40.416,45.350,Краснодарский край,Кубань
Краснодарський край,Лебедєв,40.516,45.250,Краснодарский край,Лебедев
Краснодарський край,Леб'яжий,40.800,45.400,Краснодарский край,Лебяжий
Краснодарський край,Лісодача,40.933,45.366,Краснодарский край,Лесодача
Краснодарський край,Майкопське,40.750,45.400,Краснодарский край,Майкопское
Краснодарський край,Машівський,40.700,45.283,Краснодарский край,Машевский
Краснодарський край,Мирний Пахар,40.800,45.216,Краснодарский край,Мирный Пахарь
Краснодарський край,Ніколенське,40.550,45.250,Краснодарский край,Николенское
Краснодарський край,Новоіванівський,40.383,45.366,Краснодарский край,Новоивановский
Краснодарський край,Новокрасний,40.666,45.150,Краснодарский край,Новокрасный
Краснодарський край,Новомихайлівське,41.160,45.283,Краснодарский край,Новомихайловское
Краснодарський край,Новопавлівський,40.700,45.250,Краснодарский край,Новопавловский
Краснодарський край,Новоукраїнське,40.533,45.383,Краснодарский край,Новоукраинское
Краснодарський край,Орлов,40.483,45.250,Краснодарский край,Орлов
Краснодарський край,Відрадо-Кубанське,40.833,45.250,Краснодарский край,Отрадо-Кубанское
Краснодарський край,Отрадо-Ольгинське,40.950,45.316,Краснодарский край,Отрадо-Ольгинское
Краснодарський край,Партизан,40.416,45.233,Краснодарский край,Партизан
Краснодарський край,Петровський,40.650,45.216,Краснодарский край,Петровский
Краснодарський край,Підлісний,40.416,45.366,Краснодарский край,Подлесный
Краснодарський край,Пушкінське,40.600,45.183,Краснодарский край,Пушкинское
Краснодарський край,Родників,40.450,45.233,Краснодарский край,Родников
Краснодарський край,Самойлів,40.600,45.366,Краснодарский край,Самойлов
Краснодарський край,Сергіївський,40.400,45.250,Краснодарский край,Сергеевский
Краснодарський край,Скобелівська,40.416,45.200,Краснодарский край,Скобелевская
Краснодарський край,Соколівське,40.650,45.250,Краснодарский край,Соколовское
Краснодарський край,Спірний,40.450,45.233,Краснодарский край,Спорный
Краснодарський край,Старогерманівський,40.783,45.830,Краснодарский край,Старогермановский
Краснодарський край,Старомавринський,40.800,45.283,Краснодарский край,Старомавринский
Краснодарський край,Тельман,40.633,45.366,Краснодарский край,Тельман
Краснодарський край,Тисячний,40.766,45.183,Краснодарский край,Тысячный
Краснодарський край,Урожайний,40.483,45.350,Краснодарский край,Урожайный
Краснодарський край,Чаплигін,40.766,45.116,Краснодарский край,Чаплыгин
Краснодарський край,Черединівський,40.733,45.416,Краснодарский край,Черединовский
Краснодарський край,Кропоткін,40.566,45.433,Краснодарский край,Кропоткин
Краснодарський край,Агроном,39.200,45.133,Краснодарский край,Агроном
Краснодарський край,Васюринська,39.416,45.116,Краснодарский край,Васюринская
Краснодарський край,Воронцовська,38.733,45.216,Краснодарский край,Воронцовская
Краснодарський край,Східний,39.100,45.383,Краснодарский край,Восточный
Краснодарський край,Дальнє,38.850,45.400,Краснодарский край,Дальний
Краснодарський край,Динська,39.233,45.216,Краснодарский край,Динская
Краснодарський край,Зародження,39.233,45.150,Краснодарский край,Зарождение
Краснодарський край,Карла Маркса,39.830,45.233,Краснодарский край,Карла Маркса
Краснодарський край,Красносільське,39.166,45.283,Краснодарский край,Красносельское
Краснодарський край,Найдорф,38.816,45.333,Краснодарский край,Найдорф
Краснодарський край,Нововеличківська,38.850,45.283,Краснодарский край,Нововеличковская
Краснодарський край,Новотитарівська,38.983,45.233,Краснодарский край,Новотитаровская
Краснодарський край,Новий,39.116,45.316,Краснодарский край,Новый
Краснодарський край,Первореченське,39.316,45.166,Краснодарский край,Первореченское
Краснодарський край,Пластунівська,39.266,45.300,Краснодарский край,Пластуновская
Краснодарський край,Український,39.350,45.250,Краснодарский край,Украинский
Краснодарський край,Південний,39.160,45.150,Краснодарский край,Южный
Краснодарський край,Бурштиновий,39.250,45.133,Краснодарский край,Янтарный
Краснодарський край,Дорожній (адмін. територія Краснодара),39.350,45.116,Краснодарский край,Дорожный (админ. территория Краснодара)
Краснодарський край,Зеленопольський (адмін. територія Краснодара),39.183,45.116,Краснодарский край,Зеленопольский (админ. территория Краснодара)
Краснодарський край,Пашківський,39.100,45.330,Краснодарский край,Пашковский
Краснодарський край,Олександрівка,38.400,46.650,Краснодарский край,Александровка
Краснодарський край,Ближньоєйський,38.250,46.666,Краснодарский край,Ближнеейский
Краснодарський край,Більшовик,38.233,46.516,Краснодарский край,Большевик
Краснодарський край,Великолузький,38.250,46.616,Краснодарский край,Большелугский
Краснодарський край,Братський,38.316,46.516,Краснодарский край,Братский
Краснодарський край,Воронцовка,38.830,46.650,Краснодарский край,Воронцовка
Краснодарський край,Дальнє,38.150,46.450,Краснодарский край,Дальний
Краснодарський край,Джанхот (адмін. територія м. Геленджика),38.166,44.466,Краснодарский край,Джанхот (админ. территория г. Геленджика)
Краснодарський край,Довжанська,37.800,46.616,Краснодарский край,Должанская
Краснодарський край,Єйськ,38.266,46.700,Краснодарский край,Ейск
Краснодарський край,Заводський,38.466,46.433,Краснодарский край,Заводской
Краснодарський край,Зоря,38.183,46.500,Краснодарский край,Заря
Краснодарський край,Комишуватська,37.950,46.416,Краснодарский край,Камышеватская
