region_name_ukr,location_name_ukr,lon,lat,region_name_ru,location_name_ru
Брестська,Дмитровичі,23.783,52.500,Брестская,Дмитровичи
Брестська,Кам'янець,23.816,52.400,Брестская,Каменец
Брестська,Кам'янюки,23.800,52.550,Брестская,Каменюки
Брестська,Омеленець,23.550,52.533,Брестская,Омеленец
Брестська,Пелище,23.916,52.333,Брестская,Пелище
Брестська,Ратайчиці,23.616,52.350,Брестская,Ратайчицы
Брестська,Батчи,24.233,52.250,Брестская,Батчи
Брестська,Береза,24.983,52.533,Брестская,Береза
Брестська,Болота,24.533,52.133,Брестская,Болота
Брестська,Верхолісся,24.300,52.830,Брестская,Верхолесье
Брестська,Вуйвичі,26.500,52.660,Брестская,Вуйвичи
Брестська,Городець,24.666,52.200,Брестская,Городец
Брестська,Грушеве,24.733,52.233,Брестская,Грушево
Брестська,Дев'ятки,24.183,52.350,Брестская,Девятки
Брестська,Дивин,24.600,51.950,Брестская,Дивин
Брестська,Іменин,24.916,52.250,Брестская,Именин
Брестська,Камінь,26.366,52.333,Брестская,Камень
Брестська,Кобрин,24.350,52.216,Брестская,Кобрин
Брестська,Леликів,24.700,51.916,Брестская,Леликов
Брестська,Новосілки,24.350,52.330,Брестская,Новоселки
Брестська,Жовтень,24.600,52.233,Брестская,Октябрь
Брестська,Піски,24.266,52.200,Брестская,Пески
Брестська,Повіття,24.783,51.983,Брестская,Повитье
Брестська,Тевлі,24.250,52.333,Брестская,Тевли
Брестська,Хідри,24.660,52.533,Брестская,Хидры
Брестська,Богданівка,26.450,52.366,Брестская,Богдановка
Брестська,Великі Чучевичі,26.850,52.583,Брестская,Большие Чучевичи
Брестська,Бостинь,26.766,52.400,Брестская,Бостынь
Брестська,Бродниця,25.683,52.133,Брестская,Бродница
Брестська,Велута,26.783,52.466,Брестская,Велута
Брестська,Воля,24.330,52.416,Брестская,Воля
Брестська,Вулька,26.233,52.200,Брестская,Вулька
Брестська,Дворець,26.966,52.283,Брестская,Дворец
Брестська,Дятловичі,26.833,52.350,Брестская,Дятловичи
Брестська,Лахва,27.830,52.216,Брестская,Лахва
Брестська,Лунін,26.633,52.300,Брестская,Лунин
Брестська,Лунинець,26.800,52.250,Брестская,Лунинец
Брестська,Міжлісся,27.660,52.383,Брестская,Межлесье
Брестська,Микашевичі,27.466,52.216,Брестская,Микашевичи
Брестська,Озерниця,27.160,52.300,Брестская,Озерница
Брестська,Рокитне,26.933,52.216,Брестская,Ракитно
Брестська,Синкевичі,27.250,52.216,Брестская,Синкевичи
Брестська,Жеребковичі,26.450,53.660,Брестская,Жеребковичи
Брестська,Кожан-Городок,27.000,52.200,Брестская,Кожан-Городок
Брестська,Кривошин,26.133,52.883,Брестская,Кривошин
Брестська,Куршиновичі,26.316,52.883,Брестская,Куршиновичи
Брестська,Липськ,26.830,52.833,Брестская,Липск
Брестська,Ляховичі,26.266,53.330,Брестская,Ляховичи
Брестська,Медведичі,26.300,52.933,Брестская,Медведичи
Брестська,Острів,25.966,52.883,Брестская,Остров
Брестська,Підлісся,26.350,53.830,Брестская,Подлесье
Брестська,Святиця,26.330,52.750,Брестская,Святица
Брестська,Совейки,26.416,52.916,Брестская,Совейки
Брестська,Трухановичі,24.516,52.716,Брестская,Трухановичи
Брестська,Туховичі,25.966,52.816,Брестская,Туховичи
Брестська,Бродятин,23.850,51.850,Брестская,Бродятин
Брестська,Великорита,24.500,51.933,Брестская,Великорита
Брестська,Доропеєвичі,24.316,51.950,Брестская,Доропеевичи
Брестська,Збураж,23.966,51.766,Брестская,Збураж
Брестська,Лукове,24.233,51.883,Брестская,Луково
Брестська,Лища,26.150,52.366,Брестская,Лыща
Брестська,Ляхівці,24.200,51.800,Брестская,Ляховцы
Брестська,Малечь,24.716,52.483,Брестская,Малечь
Брестська,Малорита,24.830,51.783,Брестская,Малорита
Брестська,Масевичі,23.966,51.950,Брестская,Масевичи
Брестська,Меленкове,24.700,52.100,Брестская,Меленково
Брестська,Мокрани,24.266,51.833,Брестская,Мокраны
Брестська,Олтуш,23.966,51.666,Брестская,Олтуш
Брестська,Оріхове,23.950,51.633,Брестская,Орехово
Брестська,Радеж,23.816,51.700,Брестская,Радеж
Брестська,Хотислав,24.100,51.716,Брестская,Хотислав
Брестська,Черняни,24.216,51.983,Брестская,Черняны
Брестська,Березовичі,25.866,52.166,Брестская,Березовичи
Брестська,Березці,26.600,52.133,Брестская,Березцы
Брестська,Доброславка,26.250,52.400,Брестская,Доброславка
Брестська,Дубновичі,26.416,52.283,Брестская,Дубновичи
Брестська,Дубой,26.866,52.330,Брестская,Дубой
Брестська,Ялинова,26.366,52.550,Брестская,Еловая
Брестська,Завидчиці,26.500,52.660,Брестская,Завидчицы
Брестська,Кончиці,25.800,52.660,Брестская,Кончицы
Брестська,Кочановичі,26.433,52.100,Брестская,Кочановичи
Брестська,Куп'ятичі,26.183,52.183,Брестская,Купятичи
Брестська,Ласицьк,26.300,51.916,Брестская,Ласицк
Брестська,Лемешевичі,26.316,52.100,Брестская,Лемешевичи
Брестська,Логишин,25.983,52.333,Брестская,Логишин
Брестська,Лосичі,26.233,52.330,Брестская,Лосичи
Брестська,Мала Плотниця,26.400,52.466,Брестская,Малая Плотница
Брестська,Мерчиці,25.933,52.266,Брестская,Мерчицы
Брестська,Молотковичі,25.916,52.116,Брестская,Молотковичи
Брестська,Новий Двір,26.233,52.300,Брестская,Новый Двор
Брестська,Озаричі,25.850,52.416,Брестская,Озаричи
Брестська,Охово,25.916,52.183,Брестская,Охово
Брестська,Парохонськ,26.450,52.233,Брестская,Парохонск
Брестська,Пінськ,26.116,52.116,Брестская,Пинск
Брестська,Плещиці,26.200,52.660,Брестская,Плещицы
Брестська,Плоскінь,26.266,52.450,Брестская,Плоскинь
Брестська,Плотниця,26.650,52.500,Брестская,Плотница
Брестська,Поріччя,25.816,52.283,Брестская,Поречье
Брестська,Чухово,26.250,52.333,Брестская,Чухово
Брестська,Шилин,25.330,52.450,Брестская,Шилин
Брестська,Бакуни,24.233,52.650,Брестская,Бакуны
Брестська,Близна,24.950,52.950,Брестская,Близная
Брестська,Броди,24.150,52.483,Брестская,Броды
Брестська,Велике Село,24.333,52.633,Брестская,Великое Село
Брестська,Вулька 1-ша,26.700,52.283,Брестская,Вулька 1-я
Брестська,Добучин,24.516,52.616,Брестская,Добучин
Брестська,Колозуби,24.983,52.833,Брестская,Колозубы
Брестська,Линове,24.516,52.483,Брестская,Линово
Брестська,Лискове,24.616,52.866,Брестская,Лысково
Брестська,Могилівці,24.683,52.866,Брестская,Могилевцы
Брестська,Пружани,24.466,52.550,Брестская,Пружаны
Брестська,Ровбицьк,24.830,52.666,Брестская,Ровбицк
Брестська,Ружани,24.883,52.866,Брестская,Ружаны
Брестська,Скорці,24.683,52.616,Брестская,Скорцы
Брестська,Смоляниця,24.633,52.700,Брестская,Смоляница
Брестська,Хорево,24.583,52.633,Брестская,Хорево
Брестська,Шені,24.400,52.533,Брестская,Шени
Брестська,Шерешеве,24.200,52.550,Брестская,Шерешево
Брестська,Юндили,25.330,52.883,Брестская,Юндилы
Брестська,Білоуша,26.916,51.933,Брестская,Белоуша
Брестська,Бережне,27.000,51.983,Брестская,Бережное
Брестська,Бухличі,26.766,51.800,Брестская,Бухличи
Брестська,Велемичі,27.233,52.160,Брестская,Велемичи
Брестська,Воловель,24.950,52.133,Брестская,Воловель
Брестська,Вулька Мала,26.000,51.983,Брестская,Вулька Малая
Брестська,Глинка,26.666,51.916,Брестская,Глинка
Брестська,Городня,26.500,51.866,Брестская,Городная
Брестська,Колодно,26.500,51.950,Брестская,Колодно
Брестська,Куляни,24.816,52.933,Брестская,Куляны
Брестська,Лядець,27.100,52.660,Брестская,Лядец
Брестська,Нирча,27.450,52.166,Брестская,Нырча
Брестська,Оздамичі,27.483,52.160,Брестская,Оздамичи
Брестська,Ольмани,27.660,51.800,Брестская,Ольманы
Брестська,Осівці,25.250,52.830,Брестская,Осовцы
Брестська,Посеничі,26.830,52.183,Брестская,Посеничи
Брестська,Річиця,25.133,52.566,Брестская,Речица
Брестська,Рубель,27.500,51.966,Брестская,Рубель
Брестська,Рухча-Перша,26.600,51.983,Брестская,Рухча-Первая
Брестська,Сваринь,25.330,51.966,Брестская,Сварынь
Брестська,Семигостичі,27.416,52.100,Брестская,Семигостичи
Брестська,Серебрище,25.650,53.266,Брестская,Серебрище
Брестська,Стахово,26.716,52.830,Брестская,Стахово
Брестська,Столин,26.850,51.883,Брестская,Столин
Брестська,Струга,26.900,51.850,Брестская,Струга
Брестська,Теребличі,27.400,52.500,Брестская,Теребличи
Брестська,Федори,26.400,51.950,Брестская,Федоры
Брестська,Хоромськ,27.116,52.330,Брестская,Хоромск
Брестська,Хотомель,27.500,51.933,Брестская,Хотомель
Вітебська,Бешенковичі,29.450,55.500,Витебская,Бешенковичи
Вітебська,Бочейкове,29.150,55.160,Витебская,Бочейково
Вітебська,Будилово,29.683,55.100,Витебская,Будилово
Вітебська,Верхів'я,29.383,54.966,Витебская,Верховье
Вітебська,Забелля,29.700,55.330,Витебская,Забелье
Вітебська,Острів,28.100,56.500,Витебская,Остров
Вітебська,Острівне,29.883,55.133,Витебская,Островно
Вітебська,Плиса,27.950,55.216,Витебская,Плиса
Вітебська,Рубіж,29.616,54.983,Витебская,Рубеж
Вітебська,Свіча,29.283,55.330,Витебская,Свеча
Вітебська,Улла,29.233,55.216,Витебская,Улла
Вітебська,Ахремівці,27.133,55.583,Витебская,Ахремовцы
Вітебська,Богине,26.800,55.416,Витебская,Богино
Вітебська,Великий Озерецьк,29.466,54.783,Витебская,Большой Озерецк
Вітебська,Бородиничі,27.300,55.533,Витебская,Бородиничи
Вітебська,Босяні,27.750,55.683,Витебская,Босяные
Вітебська,Браслав,27.330,55.633,Витебская,Браслав
Вітебська,Бухове,29.350,55.850,Витебская,Бухово
Вітебська,Відзи,26.633,55.400,Витебская,Видзы
Вітебська,Воєводки,29.966,55.100,Витебская,Воеводки
Вітебська,Возгеляни,26.566,55.483,Витебская,Возгеляны
Вітебська,Волеси,28.450,56.830,Витебская,Волесы
Вітебська,Воронь,28.633,55.160,Витебская,Воронь
Вітебська,Голбея,27.216,55.200,Витебская,Голбея
Вітебська,Городиловичі,28.283,56.160,Витебская,Городиловичи
Вітебська,Грибли,27.830,55.316,Витебская,Гриблы
Вітебська,Гридьки,26.950,55.150,Витебская,Гридьки
Вітебська,Гурець,29.330,54.700,Витебская,Гурец
Вітебська,Далекі,26.866,55.483,Витебская,Далекие
Вітебська,Домути,26.300,54.983,Витебская,Домути
Вітебська,Дрисвяти,26.683,55.583,Витебская,Дрисвяты
Вітебська,Друйськ,27.283,55.733,Витебская,Друйск
Вітебська,Друя,27.450,55.783,Витебская,Друя
Вітебська,Дулине,27.400,55.300,Витебская,Дулино
Вітебська,Єдловичі,26.933,55.583,Витебская,Едловичи
Вітебська,Жаури,29.816,55.500,Витебская,Жауры
Вітебська,Загоряне,30.500,55.633,Витебская,Загоряне
Вітебська,Задетуні,30.716,55.250,Витебская,Задетуни
Вітебська,Заєсся,28.916,54.633,Витебская,Заесье
Вітебська,Іказнь,27.266,55.616,Витебская,Иказнь
Вітебська,Іскози,31.500,54.566,Витебская,Искозы
Вітебська,Каневе,29.483,54.850,Витебская,Канево
Вітебська,Караєвичі,28.983,54.916,Витебская,Караевичи
Вітебська,Козьяни,29.500,55.533,Витебская,Козьяны
Вітебська,Козяни,26.850,55.300,Витебская,Козяны
Вітебська,Коковино,30.830,54.683,Витебская,Коковино
Вітебська,Конаші,30.416,55.500,Витебская,Конаши
Вітебська,Кінний Бір,29.830,55.683,Витебская,Конный Бор
Вітебська,Кончани,29.766,55.483,Витебская,Кончани
Вітебська,Костеєве,30.516,54.950,Витебская,Костеево
Вітебська,Ліопине,30.783,55.333,Витебская,Лиопино
Вітебська,Лозичі,27.533,55.200,Витебская,Лозичи
Вітебська,Малашенки,29.983,55.616,Витебская,Малашенки
Вітебська,Манулки,30.533,55.200,Витебская,Манулки
Вітебська,Мацути,26.733,55.830,Витебская,Мацуты
Вітебська,Межа,30.416,55.683,Витебская,Межа
Вітебська,Межани,26.766,55.650,Витебская,Межаны
Вітебська,Мишутки,30.583,55.316,Витебская,Мишутки
Вітебська,Мозолове,30.150,55.283,Витебская,Мозолово
Вітебська,Низькоборство,30.816,55.533,Витебская,Низкоборье
Вітебська,Нова Земля,30.883,54.716,Витебская,Новая Земля
Вітебська,Норковичі,26.666,55.116,Витебская,Норковичи
Вітебська,Обруб-Березвецький,27.716,55.183,Витебская,Обруб-Березвечский
Вітебська,Опса,26.816,55.533,Витебская,Опса
Вітебська,Опса,26.833,55.533,Витебская,Опса
Вітебська,Осово,27.816,54.833,Витебская,Осово
Вітебська,Пантелейки,27.160,55.666,Витебская,Пантелейки
Вітебська,Плюси,27.500,55.816,Витебская,Плюсы
Вітебська,Погостище,30.550,55.500,Витебская,Погостище
Вітебська,Погоща,26.916,55.550,Витебская,Погоща
Вітебська,Приперне,27.666,55.830,Витебская,Приперное
Вітебська,Раветичі,29.750,54.550,Витебская,Раветичи
Вітебська,Рамшино,29.933,54.966,Витебская,Рамшино
Вітебська,Ромальдове,30.533,54.766,Витебская,Ромальдово
Вітебська,Рюм,29.100,55.783,Витебская,Рюм
Вітебська,Савченки,30.830,55.333,Витебская,Савченки
Вітебська,Свольно,28.116,55.733,Витебская,Свольно
Вітебська,Свядиця,28.700,54.783,Витебская,Свядица
Вітебська,Слобідка,27.183,55.683,Витебская,Слободка
Вітебська,Стальмакове,27.966,55.516,Витебская,Стальмаково
Вітебська,Стариновичі,29.450,55.466,Витебская,Стариновичи
Вітебська,Суромщина,27.616,55.750,Витебская,Суромщина
Вітебська,Теплюки,27.966,56.830,Витебская,Теплюки
Вітебська,Тетерки,27.250,55.550,Витебская,Тетерки
Вітебська,Тимошкове,28.500,55.633,Витебская,Тимошково
Вітебська,Тофелі,28.916,55.800,Витебская,Тофели
Вітебська,Усяни,26.900,55.633,Витебская,Усяны
Вітебська,Хомищеве,30.330,55.100,Витебская,Хомищево
Вітебська,Цев'ї,29.416,55.383,Витебская,Цевьи
Вітебська,Шерстове,29.283,55.950,Витебская,Шерстово
Вітебська,Шклянці,27.850,54.716,Витебская,Шклянцы
Вітебська,Щеперня,28.950,55.716,Витебская,Щеперня
Вітебська,Щерби,27.866,55.233,Витебская,Щербы
Вітебська,Бігосово,27.750,55.833,Витебская,Бигосово
Вітебська,Борковичі,28.333,55.666,Витебская,Борковичи
Вітебська,Верхньодвінськ,27.950,55.816,Витебская,Верхнедвинск
Вітебська,Волинці,28.183,55.716,Витебская,Волынцы
Вітебська,Дерновичі,28.450,55.716,Витебская,Дерновичи
Вітебська,Зельки,28.283,55.616,Витебская,Зельки
Вітебська,Кохановичі,28.133,55.866,Витебская,Кохановичи
Вітебська,Лісно,28.416,56.330,Витебская,Лисно
Вітебська,Освія,28.100,56.160,Витебская,Освея
Вітебська,Першотравневе,28.500,55.816,Витебская,Первомайская
Вітебська,Росиця,27.766,55.916,Витебская,Росица
Вітебська,Сарья,27.883,55.900,Витебская,Сарья
Вітебська,Стрілки,28.200,55.933,Витебская,Стрелки
Вітебська,Білий Двір,27.733,55.466,Витебская,Белый Двор
Вітебська,Біляї,27.516,55.300,Витебская,Беляи
Вітебська,Вітебськ,30.216,55.166,Витебская,Витебск
Вітебська,Ворони,30.383,55.150,Витебская,Вороны
Вітебська,Гора,29.350,54.633,Витебская,Гора
Вітебська,Должа,30.660,55.366,Витебская,Должа
Вітебська,Дрожаки,30.160,55.700,Витебская,Дрожаки
Вітебська,Дубинове,26.950,55.766,Витебская,Дубиново
Вітебська,Єреміно,30.450,55.133,Витебская,Еремино
Вітебська,Загородне,30.783,55.233,Витебская,Загородно
Вітебська,Загір'я,28.900,55.166,Витебская,Загорье
Вітебська,Замосточчя,27.983,54.650,Витебская,Замосточье
Вітебська,Заріччя,29.733,55.566,Витебская,Заречье
Вітебська,Заронове,29.883,55.300,Витебская,Зароново
Вітебська,Заслонове,28.916,54.883,Витебская,Заслоново
Вітебська,Княжиця,30.160,55.183,Витебская,Княжица
Вітебська,Комаї,26.616,55.660,Витебская,Комаи
Вітебська,Комунарка,30.383,55.233,Витебская,Коммунарка
Вітебська,Кіпті,30.350,55.660,Витебская,Копти
Вітебська,Кострове,28.266,56.830,Витебская,Кострово
Вітебська,Кравцово,29.683,55.483,Витебская,Кравцово
Вітебська,Курине,30.416,55.366,Витебская,Курино
Вітебська,Липівка,27.816,55.966,Витебская,Липовка
Вітебська,Липськ,28.183,54.850,Витебская,Липск
Вітебська,Ложок,29.750,55.200,Витебская,Ложок
Вітебська,Лугова,30.866,54.416,Витебская,Луговая
Вітебська,Лиськове,30.550,55.650,Витебская,Лыськово
Вітебська,Малинівка,28.200,55.500,Витебская,Малиновка
Вітебська,Низький Городець,29.550,54.616,Витебская,Низкий Городец
Вітебська,Озери,30.766,54.766,Витебская,Озеры
Вітебська,Оконо,28.550,54.816,Витебская,Оконо
Вітебська,Ольгове,30.233,55.233,Витебская,Ольгово
Вітебська,Вільховик,30.766,55.660,Витебская,Ольховик
Вітебська,Осинівка,30.316,54.933,Витебская,Осиновка
Вітебська,Зупинка,27.400,55.450,Витебская,Остановка
Вітебська,Островські,30.600,55.450,Витебская,Островские
Вітебська,Посад,30.150,54.800,Витебская,Посад
Вітебська,П'ятигорськ,29.316,55.830,Витебская,Пятигорск
Вітебська,Рівне,29.366,55.483,Витебская,Ровное
Вітебська,Романове,30.150,55.483,Витебская,Романово
Вітебська,Руба,30.283,55.283,Витебская,Руба
Вітебська,Санькове,27.966,56.160,Витебская,Саньково
Вітебська,Скридлеве,30.500,55.160,Витебская,Скрыдлево
Вітебська,Соснівка,30.183,55.830,Витебская,Сосновка
Вітебська,Сосновий Бір,28.583,55.983,Витебская,Сосновый Бор
Вітебська,Старосілля,28.766,55.330,Витебская,Староселье
Вітебська,Стовпці,29.160,54.650,Витебская,Столбцы
Вітебська,Стриги,30.500,54.883,Витебская,Стриги
Вітебська,Сураж,30.733,55.416,Витебская,Сураж
Вітебська,Фролово,30.216,55.633,Витебская,Фролово
Вітебська,Шатилово,29.500,55.383,Витебская,Шатилово
Вітебська,Шо,28.250,55.183,Витебская,Шо
Вітебська,Яновичі,30.700,55.300,Витебская,Яновичи
Вітебська,Глибоке,27.683,55.133,Витебская,Глубокое
Вітебська,Залісся,27.716,55.283,Витебская,Залесье
Вітебська,Зябки,28.166,55.266,Витебская,Зябки
Вітебська,Кульгаї,28.283,55.300,Витебская,Кульгаи
Вітебська,Мосар,27.466,55.233,Витебская,Мосар
Вітебська,Підсвілля,27.950,55.150,Витебская,Подсвилье
Вітебська,Прозороки,28.216,55.300,Витебская,Прозороки
Вітебська,Псуя,28.150,55.200,Витебская,Псуя
Вітебська,Узріччя,27.600,55.250,Витебская,Узречье
Вітебська,Урожайна,27.916,55.660,Витебская,Урожайная
Вітебська,Великі Стайки,29.900,55.416,Витебская,Большие Стайки
Вітебська,Вереччя,30.383,55.583,Витебская,Веречье
Вітебська,Віровля,29.850,55.633,Витебская,Вировля
Вітебська,Городок,29.983,55.466,Витебская,Городок
Вітебська,Гурки,30.160,55.783,Витебская,Гурки
Вітебська,Єзерище,29.983,55.833,Витебская,Езерище
Вітебська,Хутряне,29.950,55.716,Витебская,Меховое
Вітебська,Новий Болецьк,30.330,55.533,Витебская,Новый Болецк
Вітебська,Пролетарськ,29.650,55.600,Витебская,Пролетарск
Вітебська,Смолівка,30.216,55.550,Витебская,Смоловка
Вітебська,Хвошно,30.150,55.733,Витебская,Хвошно
Вітебська,Холомер'є,29.716,55.750,Витебская,Холомерье
Вітебська,Борсуки,30.283,54.416,Витебская,Барсуки
Вітебська,Бігомль,28.660,54.733,Витебская,Бегомль
Вітебська,Березине,28.200,54.900,Витебская,Березино
Вітебська,Береснівка,28.830,54.800,Витебская,Бересневка
Вітебська,Вовколата,27.366,54.933,Витебская,Волколата
Вітебська,Докшиці,27.750,54.883,Витебская,Докшицы
Вітебська,Комайськ,27.900,54.883,Витебская,Комайск
Вітебська,Крулевщина,27.783,55.330,Витебская,Крулевщина
Вітебська,Нестерівщина,28.160,54.950,Витебская,Нестеровщина
Вітебська,Параф'янове,27.616,54.883,Витебская,Парафьяново
Вітебська,Понізов'я,30.450,54.466,Витебская,Понизовье
Вітебська,Порплище,27.650,54.966,Витебская,Порплище
Вітебська,Торгуни,27.850,54.933,Витебская,Торгуны
Вітебська,Юрківщина,28.666,54.950,Витебская,Юрковщина
Вітебська,Баєво,31.830,54.483,Витебская,Баево
Вітебська,Боброве,28.983,55.160,Витебская,Боброво
Вітебська,Добринь,30.783,54.450,Витебская,Добрынь
Вітебська,Дубровне,30.683,54.583,Витебская,Дубровно
Вітебська,Ляди,31.150,54.600,Витебская,Ляды
